item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score
ITM10626,Pharma,408,56,12,9,32.73,5.12,0.61,L61,A,58,1.82,113.54,1.91,2,0.72,431,7.5,0.38,2024-08-18,105.71,0.489
ITM10627,Apparel,397,86,9,6,46.54,4.51,0.59,L95,A,59,3.69,73.46,1.78,6,0.85,176,12.75,0.72,2024-05-14,14.94,0.586
ITM10628,Pharma,212,97,14,5,8.53,1.51,0.63,L22,C,173,3.65,68.74,0.35,2,0.71,707,11.88,0.8,2024-06-27,78.18,0.785
ITM10629,Pharma,420,70,12,8,9.82,9.41,0.23,L85,C,32,1.33,63.52,0.18,6,0.84,931,4.25,0.76,2024-02-14,150.15,0.639
ITM10630,Automotive,297,41,5,5,22.25,0.92,0.73,L11,D,75,3.19,53.28,1.39,7,0.97,890,4.26,0.55,2024-08-12,61.51,0.482
ITM10631,Electronics,373,22,10,9,40.54,7.62,0.23,L37,D,124,4.37,171.29,0.19,4,0.92,163,11.13,0.93,2024-03-01,183.9,0.819
ITM10632,Pharma,256,10,5,8,15.4,1.18,0.11,L66,C,37,2.22,185.5,0.21,4,0.98,292,11.35,0.87,2024-05-01,44.26,0.82
ITM10633,Groceries,444,43,3,5,13.44,4.94,0.66,L85,C,29,3.7,143.03,0.4,3,0.77,194,3.5,0.73,2024-04-17,226.11,0.647
ITM10634,Electronics,240,71,12,6,31.38,2.17,0.21,L82,C,130,3.53,15.7,0.77,2,0.86,602,6.76,0.55,2024-10-28,277.28,0.655
ITM10635,Electronics,87,88,14,6,27.25,1.84,0.79,L80,C,106,1.66,159.38,0.93,7,0.8,722,12.56,0.57,2024-12-18,121.92,0.608
ITM10636,Electronics,216,87,7,6,3.95,1.7,0.88,L43,A,128,4.63,111.07,1.09,5,0.85,488,2.11,0.34,2024-06-28,163.18,0.457
ITM10637,Automotive,275,91,4,2,4.99,4.8,0.95,L12,D,118,3.04,154.04,1.99,5,0.87,387,6.23,0.82,2024-12-29,151.67,0.522
ITM10638,Pharma,158,80,12,9,32.51,5.4,0.7,L97,B,35,2.1,93.09,0.83,1,0.71,457,10.02,0.89,2024-11-08,237.76,0.751
ITM10639,Automotive,331,40,8,6,23.79,1.77,0.53,L31,C,156,1.24,17.84,0.56,3,0.77,638,11.8,0.86,2024-11-19,298.32,0.767
ITM10640,Pharma,454,73,12,5,48.58,9.8,0.42,L87,C,115,2.63,139.53,1.19,4,0.91,217,10.14,0.64,2024-08-07,223.35,0.646
ITM10641,Automotive,168,34,11,3,34.25,2.95,0.54,L40,C,150,3.79,94.38,0.51,9,0.93,845,6.57,0.87,2024-03-25,72.21,0.617
ITM10642,Automotive,118,47,3,9,1.49,4.86,0.27,L29,B,71,3.31,176.07,1.89,4,0.87,671,14.89,0.83,2024-11-11,211.86,0.67
ITM10643,Groceries,95,23,6,6,24.57,2.55,0.41,L26,D,135,3.77,150.25,0.59,2,0.78,756,1.58,0.87,2024-03-12,188.57,0.652
ITM10644,Automotive,301,17,3,3,21.31,5.19,0.75,L19,D,151,4.06,78.32,1.98,9,0.82,789,7.93,0.99,2024-04-15,70.93,0.49
ITM10645,Apparel,390,63,3,8,6.23,7.68,0.3,L4,C,148,2.48,147.58,0.9,4,0.73,216,8.14,0.85,2024-04-15,79.88,0.655
ITM10646,Groceries,422,11,10,5,46.24,5.45,0.34,L6,C,76,2.84,104.09,1.64,4,0.99,582,4.36,0.42,2024-01-31,199.31,0.496
ITM10647,Automotive,128,90,13,6,40.45,3.21,0.77,L32,D,21,4.94,47.89,1.33,1,0.96,214,8.82,0.86,2024-10-18,244.27,0.729
ITM10648,Electronics,207,87,4,2,12.27,2.86,0.26,L61,B,44,4.86,89.78,1.87,4,0.72,691,4.08,0.5,2024-06-28,231.1,0.431
ITM10649,Apparel,218,98,3,2,13.54,7.71,0.32,L79,C,119,2.37,52.29,1.29,2,0.75,311,7.21,0.61,2024-09-29,185.86,0.599
ITM10650,Apparel,322,65,13,8,2.57,1.62,0.12,L99,B,176,3.58,10.95,1.2,2,0.87,613,7.04,0.84,2024-05-23,281.89,0.676
ITM10651,Apparel,346,93,10,3,15.54,4.01,0.75,L10,B,169,1.7,56.89,1.34,4,0.77,310,11.82,0.45,2024-11-01,222.0,0.588
ITM10652,Groceries,173,94,6,7,29.65,1.94,0.66,L59,D,23,1.19,49.81,1.59,8,0.98,224,14.2,0.22,2024-10-02,167.16,0.51
ITM10653,Automotive,59,70,5,2,21.62,2.95,0.72,L54,C,164,3.96,10.82,1.81,1,0.93,860,3.84,0.77,2024-03-27,246.7,0.59
ITM10654,Automotive,152,31,14,9,48.49,1.95,0.29,L81,A,110,2.46,158.95,0.61,8,0.78,145,14.88,0.92,2024-06-14,94.24,0.717
ITM10655,Electronics,424,44,6,2,3.75,8.92,0.72,L74,D,69,1.3,24.63,0.48,2,0.7,406,14.16,0.94,2024-12-26,86.41,0.829
ITM10656,Electronics,481,25,13,2,29.98,7.45,0.64,L25,D,52,3.91,95.32,0.17,6,0.94,419,2.58,0.84,2024-05-29,291.72,0.653
ITM10657,Apparel,151,59,7,5,43.06,5.83,0.43,L92,A,64,4.62,89.4,0.8,0,0.83,601,13.77,0.95,2024-05-28,285.45,0.86
ITM10658,Electronics,298,52,3,2,24.56,2.63,0.49,L90,C,118,4.7,44.47,1.71,0,0.89,956,8.9,0.86,2024-10-20,265.35,0.698
ITM10659,Groceries,381,26,13,4,1.15,5.35,0.61,L50,B,102,3.18,193.71,0.23,7,0.79,770,13.31,0.22,2024-05-16,72.17,0.616
ITM10660,Automotive,103,89,3,6,12.9,5.45,0.54,L64,B,172,2.66,124.71,1.12,8,0.74,191,14.24,0.48,2024-09-20,180.43,0.562
ITM10661,Apparel,418,67,5,8,16.86,6.11,0.68,L52,B,104,1.14,164.57,1.42,2,0.9,819,13.02,0.47,2024-12-13,165.16,0.666
ITM10662,Electronics,261,11,8,2,48.33,1.07,0.26,L32,C,169,4.07,104.27,1.69,5,0.84,216,6.64,0.38,2024-02-18,68.9,0.464
ITM10663,Groceries,135,13,3,7,45.68,9.74,0.59,L19,D,156,4.75,147.33,1.21,2,0.77,752,9.91,0.84,2024-03-10,139.86,0.693
ITM10664,Groceries,128,94,13,9,47.51,4.92,0.51,L84,D,104,4.5,194.26,0.45,5,0.74,368,7.51,0.62,2024-07-29,144.89,0.627
ITM10665,Electronics,240,48,14,7,41.46,9.3,0.51,L89,D,176,3.88,76.2,1.93,6,0.87,680,6.13,0.87,2024-01-31,79.78,0.517
ITM10666,Automotive,411,15,4,2,18.23,0.59,0.52,L1,D,157,0.52,105.81,0.28,4,0.92,707,4.51,0.68,2024-05-21,286.92,0.672
ITM10667,Electronics,60,90,14,2,45.39,2.85,0.89,L97,D,37,2.33,107.76,1.56,2,0.79,911,7.18,0.67,2024-12-01,152.89,0.592
ITM10668,Apparel,387,98,9,4,49.1,1.49,0.84,L99,A,12,2.35,198.48,0.26,7,0.92,384,12.28,0.51,2024-03-05,162.22,0.684
ITM10669,Electronics,166,78,3,2,18.15,7.81,0.67,L14,B,169,4.52,54.29,0.37,4,0.75,523,12.82,0.83,2024-12-25,183.59,0.77
ITM10670,Groceries,131,78,9,2,13.77,3.54,0.74,L100,B,95,0.8,138.31,1.81,0,0.8,690,14.41,0.75,2024-03-08,267.22,0.721
ITM10671,Electronics,122,29,6,6,27.8,8.48,0.14,L55,C,117,2.89,36.26,1.53,8,0.92,194,5.07,0.47,2024-05-07,164.66,0.433
ITM10672,Automotive,65,73,12,7,10.17,8.41,0.77,L29,A,179,1.11,186.14,0.79,2,0.9,103,10.11,0.99,2024-03-15,166.88,0.794
ITM10673,Pharma,431,25,8,4,2.6,6.84,0.54,L23,D,126,3.48,122.17,1.31,1,0.78,171,10.71,0.57,2024-12-30,79.66,0.662
ITM10674,Electronics,494,60,10,7,47.35,6.82,0.39,L90,D,117,4.07,173.29,0.97,2,0.74,173,3.68,0.45,2024-06-13,184.82,0.55
ITM10675,Automotive,343,46,11,4,46.36,7.15,0.23,L67,D,24,3.39,180.1,0.23,6,0.71,216,6.14,0.75,2024-05-06,120.53,0.631
ITM10676,Automotive,397,82,8,7,8.97,6.9,0.17,L60,A,71,4.08,115.85,1.47,9,0.95,993,5.79,0.38,2024-12-12,197.57,0.416
ITM10677,Groceries,290,78,14,2,20.98,4.18,0.14,L7,C,40,3.23,139.58,1.55,7,0.72,883,14.8,0.86,2024-07-20,97.22,0.618
ITM10678,Automotive,440,51,13,7,41.72,6.99,0.25,L72,A,35,1.35,142.76,1.78,1,0.73,704,14.42,0.74,2024-09-07,217.56,0.688
ITM10679,Automotive,404,66,11,7,33.39,9.03,0.13,L32,C,157,2.22,97.49,1.13,6,0.77,71,12.5,0.9,2024-03-13,189.48,0.668
ITM10680,Automotive,214,75,6,4,20.34,3.66,0.76,L16,B,75,4.81,92.62,1.38,4,0.83,325,7.62,0.46,2024-10-22,147.6,0.542
ITM10681,Automotive,386,18,8,8,37.46,9.48,0.32,L59,C,158,1.8,45.38,0.93,8,0.94,910,4.7,0.88,2024-11-19,38.04,0.574
ITM10682,Apparel,299,95,10,3,44.96,0.63,0.43,L18,B,124,0.78,82.94,0.71,6,0.77,988,13.82,0.6,2024-05-17,191.82,0.667
ITM10683,Apparel,302,73,11,4,46.38,3.82,0.84,L60,C,69,2.23,198.24,0.88,0,0.86,457,4.75,0.25,2024-11-17,259.19,0.597
ITM10684,Groceries,59,95,5,4,19.56,1.75,0.2,L86,B,72,2.15,61.27,1.83,0,0.73,531,8.31,0.36,2024-07-31,59.61,0.546
ITM10685,Electronics,466,31,4,4,9.5,1.7,0.85,L68,B,110,2.62,154.86,0.41,5,0.84,348,4.43,0.37,2024-07-11,34.57,0.56
ITM10686,Automotive,208,43,8,5,45.73,8.25,0.68,L72,D,176,3.02,21.28,0.57,8,0.75,326,14.6,0.81,2024-08-19,21.47,0.69
ITM10687,Electronics,183,64,6,8,5.54,9.22,0.41,L77,C,109,4.97,98.82,1.25,0,0.76,865,1.58,0.36,2024-02-08,19.23,0.52
ITM10688,Electronics,496,38,3,5,36.36,7.89,0.21,L41,D,148,3.9,21.1,0.32,2,0.81,371,3.44,0.65,2024-11-20,254.2,0.666
ITM10689,Groceries,43,47,10,5,7.88,9.78,0.18,L97,B,128,0.66,100.4,1.79,4,0.93,164,11.71,0.72,2024-02-17,221.01,0.627
ITM10690,Automotive,43,27,11,4,20.08,2.56,0.4,L57,D,66,3.71,15.23,0.19,3,0.92,321,3.12,0.82,2024-07-25,68.67,0.711
ITM10691,Automotive,23,80,11,3,21.17,1.84,0.23,L79,A,140,4.21,126.53,1.54,0,0.82,217,14.71,0.83,2024-09-20,275.96,0.772
ITM10692,Pharma,342,74,4,4,8.78,5.45,0.34,L93,D,46,4.53,121.44,0.81,9,0.74,838,5.5,0.77,2024-05-22,49.25,0.514
ITM10693,Electronics,309,10,11,2,46.21,8.38,0.15,L65,C,120,2.41,161.59,0.2,3,0.78,485,13.86,0.37,2024-12-21,118.51,0.735
ITM10694,Electronics,460,97,9,3,1.13,0.88,0.64,L55,D,162,1.91,120.82,1.7,3,0.85,918,10.27,0.63,2024-07-07,141.11,0.603
ITM10695,Apparel,452,13,7,5,44.8,9.96,0.23,L71,A,158,4.28,185.94,1.32,9,0.96,313,9.88,0.43,2024-08-20,32.01,0.498
ITM10696,Pharma,490,13,9,9,44.31,6.22,0.78,L58,D,121,4.0,158.79,0.12,3,0.99,299,13.82,0.82,2024-09-06,110.77,0.874
ITM10697,Apparel,200,91,11,7,16.53,9.8,0.3,L21,B,179,2.91,35.2,0.61,2,0.89,511,8.19,0.8,2024-06-16,39.55,0.746
ITM10698,Apparel,267,36,10,7,35.51,3.97,0.82,L96,B,10,1.03,60.44,0.77,6,0.81,927,6.61,0.38,2024-10-24,239.03,0.529
ITM10699,Apparel,135,52,8,8,13.39,4.85,0.27,L61,B,32,3.43,14.98,0.71,0,0.91,488,4.05,0.71,2024-01-02,23.58,0.707
ITM10700,Groceries,298,68,6,9,38.18,7.65,0.75,L58,C,116,0.8,83.37,1.05,1,0.8,816,3.02,0.25,2024-02-17,14.97,0.525
ITM10701,Groceries,384,41,3,6,28.49,8.03,0.4,L34,D,122,0.95,106.81,1.1,0,0.89,391,12.08,0.81,2024-08-22,222.42,0.791
ITM10702,Apparel,88,42,8,8,15.71,2.71,0.62,L97,B,161,1.99,189.73,0.85,3,0.77,515,2.79,0.82,2024-11-21,236.45,0.61
ITM10703,Pharma,370,37,5,3,20.61,9.33,0.13,L32,D,98,2.17,109.23,0.73,4,0.78,107,6.52,0.48,2024-12-06,153.73,0.586
ITM10704,Electronics,273,64,8,5,34.8,8.74,0.55,L82,A,144,2.58,158.4,1.06,9,0.72,54,6.73,0.85,2024-12-23,102.18,0.518
ITM10705,Pharma,200,69,8,3,45.4,0.67,0.23,L36,A,47,2.03,60.92,0.16,4,0.83,987,10.3,0.89,2024-07-02,78.57,0.785
ITM10706,Automotive,337,79,6,3,7.41,1.72,0.54,L99,C,56,0.65,39.1,1.33,1,0.89,672,4.9,0.35,2024-02-02,43.94,0.56
ITM10707,Groceries,188,71,4,7,29.0,5.21,0.23,L100,D,112,1.21,164.06,1.25,2,0.94,926,12.74,0.48,2024-09-30,150.43,0.689
ITM10708,Electronics,332,89,11,4,13.43,4.88,0.49,L67,A,172,1.02,57.01,0.63,3,0.94,847,3.9,0.41,2024-07-22,152.42,0.599
ITM10709,Electronics,268,43,4,2,40.27,7.23,0.2,L63,C,71,2.44,175.55,0.44,9,1.0,912,12.05,0.5,2024-04-21,142.23,0.637
ITM10710,Automotive,207,96,5,6,4.44,1.35,0.3,L81,C,82,1.45,42.27,0.24,5,0.73,314,12.9,0.56,2024-08-07,235.7,0.706
ITM10711,Automotive,73,97,12,5,34.76,6.63,0.64,L31,B,12,1.82,171.8,1.22,5,0.85,298,3.7,0.61,2024-04-18,38.94,0.519
ITM10712,Apparel,345,65,3,3,9.57,6.36,0.98,L36,A,111,2.62,156.84,1.18,1,0.86,144,12.33,0.23,2024-09-10,204.3,0.644
ITM10713,Groceries,376,22,9,6,30.22,2.72,0.5,L57,D,157,1.56,126.13,1.11,1,0.94,912,10.99,0.24,2024-05-17,126.45,0.652
ITM10714,Groceries,332,65,3,3,41.95,5.65,0.72,L10,A,114,1.61,171.54,1.97,8,0.78,858,13.24,0.72,2024-06-14,79.88,0.52
ITM10715,Pharma,157,27,13,9,38.0,2.61,0.59,L92,A,53,4.25,72.83,1.11,1,0.72,868,8.14,0.55,2024-05-25,207.66,0.632
ITM10716,Apparel,187,63,11,7,37.89,1.9,0.55,L37,D,169,2.97,41.55,1.47,1,0.79,746,4.27,0.27,2024-06-21,67.33,0.502
ITM10717,Apparel,410,86,13,2,26.37,5.94,0.16,L31,D,109,4.36,39.84,0.31,2,1.0,506,13.77,0.51,2024-10-07,76.97,0.815
ITM10718,Apparel,122,52,13,7,44.65,9.79,0.23,L35,B,35,2.82,61.37,0.67,8,0.97,790,12.06,0.58,2024-10-22,299.58,0.644
ITM10719,Apparel,441,48,3,6,29.82,2.75,0.89,L43,C,57,4.59,94.78,0.62,5,0.82,366,1.29,0.71,2024-03-07,267.71,0.561
ITM10720,Groceries,104,70,7,5,45.96,3.88,0.47,L41,D,14,1.65,176.44,1.19,5,0.96,823,14.15,0.29,2024-10-16,212.17,0.62
ITM10721,Groceries,336,51,9,3,27.78,2.94,0.65,L70,D,68,3.28,27.01,0.73,9,0.71,168,14.28,1.0,2024-09-05,101.57,0.679
ITM10722,Apparel,231,90,5,2,25.79,3.03,0.58,L11,A,70,2.76,183.9,1.32,4,0.79,795,5.97,0.58,2024-06-24,165.65,0.542
ITM10723,Pharma,22,88,11,9,11.9,4.34,0.44,L18,D,58,4.63,185.84,1.41,6,0.92,843,1.14,0.74,2024-12-15,46.72,0.486
ITM10724,Electronics,403,27,10,7,27.69,7.17,0.45,L20,D,167,2.38,148.17,0.16,3,0.77,251,8.74,0.93,2024-01-25,106.85,0.781
ITM10725,Electronics,198,32,5,9,7.89,0.87,0.6,L30,A,154,4.35,181.05,1.32,9,0.76,823,13.79,0.23,2024-01-24,29.71,0.47
ITM10726,Pharma,361,63,7,6,43.61,9.59,0.23,L50,A,79,3.04,156.3,0.32,9,0.96,102,2.74,0.68,2024-02-20,186.99,0.553
ITM10727,Apparel,322,39,9,7,34.12,0.94,0.45,L89,A,24,3.69,110.38,0.98,2,0.88,366,9.27,0.63,2024-11-16,258.67,0.688
ITM10728,Groceries,471,67,14,3,49.69,8.87,0.5,L20,B,10,4.49,124.14,1.48,6,1.0,722,11.24,0.25,2024-08-23,244.77,0.532
ITM10729,Electronics,495,77,6,3,5.51,9.0,0.99,L91,C,150,4.99,129.36,1.44,9,0.74,293,2.89,0.75,2024-01-09,258.26,0.413
ITM10730,Automotive,351,76,7,9,12.79,5.48,0.42,L28,D,137,3.79,34.11,0.67,0,0.81,990,8.19,0.38,2024-03-04,60.63,0.68
ITM10731,Automotive,57,80,5,5,43.98,1.8,0.68,L9,A,171,1.92,46.68,0.62,5,0.79,143,2.24,0.76,2024-03-21,198.52,0.578
ITM10732,Pharma,439,27,11,2,20.37,5.87,0.22,L54,A,134,1.85,109.44,0.94,1,0.96,601,8.81,0.49,2024-08-13,287.46,0.693
ITM10733,Apparel,258,16,12,4,23.85,6.47,0.16,L53,C,167,1.89,31.89,0.46,1,0.78,329,7.19,0.82,2024-08-21,237.14,0.75
ITM10734,Electronics,188,49,11,7,43.17,8.65,0.88,L43,B,28,0.94,193.35,1.95,7,0.81,141,4.71,0.95,2024-01-01,10.98,0.48
ITM10735,Apparel,472,79,9,3,26.57,5.73,0.76,L70,D,128,0.74,106.35,0.76,2,0.74,862,12.94,0.89,2024-08-07,265.87,0.783
ITM10736,Electronics,416,95,12,6,10.48,4.4,0.39,L60,B,73,3.11,82.22,1.85,8,0.93,87,6.35,0.59,2024-04-13,214.68,0.444
ITM10737,Pharma,362,74,4,7,44.71,8.46,0.55,L54,B,75,4.15,39.93,1.83,3,0.77,462,10.8,0.38,2024-12-18,45.4,0.531
ITM10738,Pharma,333,77,9,5,2.52,9.82,0.22,L8,B,66,0.66,89.14,0.79,5,0.72,292,12.07,0.99,2024-03-08,101.01,0.724
ITM10739,Automotive,325,58,9,5,44.87,6.63,0.74,L27,A,53,3.05,67.46,0.58,0,0.83,413,3.5,0.73,2024-11-28,44.08,0.701
ITM10740,Apparel,49,61,13,3,3.48,8.81,0.16,L54,C,21,2.17,26.71,1.56,9,0.82,697,2.67,0.52,2024-06-03,221.65,0.368
ITM10741,Automotive,209,38,7,3,33.63,6.19,0.78,L50,C,131,4.52,193.73,0.54,9,0.75,113,1.11,0.59,2024-03-22,11.02,0.449
ITM10742,Apparel,376,30,11,9,4.51,7.05,0.59,L99,C,177,1.15,60.35,1.09,2,0.74,904,5.28,0.3,2024-05-20,144.71,0.529
ITM10743,Automotive,44,99,14,3,35.6,7.04,0.35,L75,B,33,3.04,141.19,0.31,3,0.97,924,12.42,0.6,2024-02-17,299.94,0.789
ITM10744,Groceries,131,87,13,9,2.66,7.2,0.88,L90,D,148,4.87,27.35,0.83,4,0.72,250,11.82,0.34,2024-12-01,256.83,0.607
ITM10745,Groceries,430,18,5,8,42.28,3.55,0.99,L3,B,10,2.05,183.5,0.25,0,0.73,356,13.21,0.49,2024-07-03,180.29,0.795
ITM10746,Groceries,454,56,6,4,23.83,5.97,0.33,L98,C,37,3.84,122.24,0.64,3,0.77,823,11.65,0.59,2024-05-08,211.24,0.703
ITM10747,Groceries,225,85,3,3,5.58,6.14,0.83,L74,A,77,4.47,134.81,1.36,4,0.99,224,1.34,0.96,2024-02-12,185.06,0.592
ITM10748,Electronics,204,51,8,7,35.63,3.49,0.78,L49,B,114,1.34,158.54,1.98,3,0.73,738,6.4,0.7,2024-07-09,245.15,0.513
ITM10749,Groceries,401,60,6,7,24.98,3.82,0.77,L62,A,103,4.97,125.12,0.58,9,0.94,646,1.08,0.5,2024-12-06,266.94,0.464
ITM10750,Pharma,398,65,3,9,10.36,7.74,0.96,L1,C,133,4.14,23.47,1.0,9,0.97,721,1.5,0.29,2024-11-28,232.31,0.392
ITM10751,Pharma,66,60,4,8,1.77,6.04,0.54,L46,B,133,1.12,91.62,0.95,6,0.81,743,7.7,0.8,2024-03-25,62.77,0.61
ITM10752,Electronics,393,79,5,8,21.48,1.92,0.71,L39,A,31,1.9,59.79,0.45,7,0.79,597,6.04,0.57,2024-01-27,118.03,0.568
ITM10753,Groceries,247,29,11,2,5.2,8.46,0.84,L97,B,166,3.31,102.48,1.26,7,0.9,906,8.82,0.25,2024-07-21,237.48,0.482
ITM10754,Groceries,58,97,10,6,5.61,8.89,0.53,L50,C,98,4.48,86.82,1.48,2,0.91,148,1.93,0.73,2024-11-16,248.72,0.566
ITM10755,Groceries,35,36,9,3,14.1,4.93,0.53,L54,D,54,1.38,167.04,0.38,4,0.93,275,9.24,0.48,2024-06-05,192.35,0.687
ITM10756,Automotive,41,47,13,9,31.89,2.48,0.39,L69,C,133,3.79,56.94,1.54,9,0.95,964,1.91,0.52,2024-12-24,217.1,0.385
ITM10757,Apparel,232,81,14,7,26.97,9.5,0.8,L96,D,154,1.72,48.25,1.43,7,0.78,598,6.93,0.87,2024-04-29,60.6,0.539
ITM10758,Automotive,329,74,6,8,4.38,8.88,0.72,L95,D,88,4.12,192.04,0.47,6,0.91,322,5.93,0.31,2024-08-07,118.07,0.556
ITM10759,Apparel,168,63,3,7,48.45,2.82,0.51,L70,C,48,3.58,190.41,1.33,8,0.74,833,4.14,0.47,2024-12-01,165.04,0.404
ITM10760,Groceries,475,33,10,7,44.47,1.41,0.48,L78,A,177,2.85,198.76,0.85,9,0.85,235,5.37,0.49,2024-02-16,295.28,0.475
ITM10761,Groceries,260,56,6,8,13.7,4.69,0.17,L29,B,37,3.42,117.99,1.39,6,0.88,989,1.01,0.2,2024-12-26,241.77,0.37
ITM10762,Automotive,291,80,5,4,6.99,6.93,0.11,L63,B,139,4.44,31.5,1.04,1,0.75,501,5.54,0.88,2024-02-18,65.86,0.676
ITM10763,Automotive,78,92,11,8,47.18,2.17,0.58,L29,B,164,2.24,177.23,0.19,3,0.72,610,2.1,0.87,2024-01-01,112.2,0.667
ITM10764,Apparel,306,95,12,8,23.6,5.38,0.48,L35,D,158,3.96,37.57,1.6,7,0.76,554,13.9,0.73,2024-04-19,72.9,0.583
ITM10765,Pharma,445,72,6,6,16.25,4.54,0.82,L56,D,96,1.22,39.56,1.16,8,0.83,143,2.04,0.92,2024-09-01,54.16,0.501
ITM10766,Apparel,221,66,6,9,25.03,8.96,0.59,L63,C,144,3.66,46.75,1.48,6,0.97,356,14.34,0.42,2024-02-09,44.79,0.601
ITM10767,Automotive,51,64,11,9,38.86,4.58,0.94,L4,A,61,3.88,134.15,0.34,4,0.86,787,7.88,0.38,2024-03-08,290.05,0.639
ITM10768,Automotive,462,69,14,8,9.25,5.57,0.28,L50,C,135,2.49,30.37,1.47,0,0.92,566,8.18,0.25,2024-10-30,272.92,0.596
ITM10769,Electronics,181,71,13,5,38.61,9.58,0.99,L44,C,156,4.07,157.87,0.89,8,0.75,914,12.03,0.67,2024-04-25,150.14,0.595
ITM10770,Automotive,274,39,14,9,37.72,3.35,0.37,L86,A,82,3.01,21.07,1.62,5,0.73,223,10.74,0.6,2024-09-22,169.08,0.547
ITM10771,Electronics,273,31,4,9,27.43,3.25,0.68,L87,D,149,4.71,30.98,1.24,1,0.77,744,4.32,0.85,2024-12-14,253.2,0.638
ITM10772,Pharma,28,84,14,9,43.43,8.1,0.55,L52,C,103,1.01,92.55,0.77,9,0.79,122,1.36,0.59,2024-08-15,198.16,0.437
ITM10773,Apparel,484,93,7,8,7.48,3.14,0.42,L93,C,11,1.09,82.04,0.48,9,0.86,194,11.9,0.36,2024-01-05,222.47,0.575
ITM10774,Apparel,158,38,6,7,30.18,8.4,0.23,L22,D,26,4.29,198.04,1.65,1,0.96,957,2.82,0.85,2024-01-05,239.43,0.615
ITM10775,Electronics,499,50,11,3,23.02,1.41,0.22,L60,B,134,4.29,193.7,1.16,9,0.83,713,9.38,0.56,2024-12-22,150.08,0.507
ITM10776,Apparel,29,51,14,7,21.69,1.56,0.74,L17,A,140,2.62,46.04,1.98,0,0.86,105,14.2,0.96,2024-06-24,292.69,0.755
ITM10777,Automotive,233,74,7,6,13.38,9.06,0.44,L80,A,30,4.84,189.87,0.81,3,0.7,744,8.69,0.63,2024-03-02,192.23,0.641
ITM10778,Groceries,292,40,11,5,19.24,5.64,0.97,L69,B,87,3.56,141.53,1.4,9,0.71,683,5.0,0.29,2024-08-04,193.71,0.347
ITM10779,Electronics,343,39,13,8,6.3,7.33,0.39,L4,A,88,4.92,87.68,1.28,1,0.73,293,3.5,0.88,2024-12-21,50.9,0.621
ITM10780,Apparel,67,27,11,4,13.33,2.64,0.99,L51,B,60,2.9,150.53,1.31,9,0.91,943,1.38,0.9,2024-03-08,296.44,0.469
ITM10781,Electronics,455,26,4,2,14.33,2.08,0.28,L76,C,115,1.41,181.03,1.5,8,0.85,253,9.73,0.56,2024-09-01,30.52,0.502
ITM10782,Electronics,130,47,11,8,36.31,8.43,0.19,L73,A,114,2.5,44.23,0.36,1,0.76,640,8.81,0.22,2024-02-06,295.83,0.657
ITM10783,Groceries,172,23,5,3,3.38,3.91,0.38,L85,A,19,4.91,47.24,1.14,8,0.88,65,7.46,0.22,2024-04-27,274.06,0.445
ITM10784,Automotive,142,96,6,2,32.91,4.82,0.9,L4,C,125,2.17,87.66,1.07,0,0.86,175,3.71,0.48,2024-07-15,258.36,0.61
ITM10785,Electronics,424,98,3,4,11.85,0.77,0.57,L11,D,64,4.81,42.15,0.75,6,0.73,648,4.31,0.77,2024-02-15,205.34,0.562
ITM10786,Apparel,376,88,3,6,5.01,4.17,0.22,L83,D,45,4.09,78.48,0.93,5,0.89,515,14.42,0.46,2024-02-22,186.57,0.669
ITM10787,Pharma,121,65,3,6,15.74,7.82,0.28,L55,C,60,2.49,132.68,1.09,5,0.93,839,1.29,0.21,2024-02-22,299.02,0.436
ITM10788,Electronics,260,31,11,4,12.0,8.3,0.38,L18,A,83,2.94,164.44,0.71,1,0.79,927,6.09,0.88,2024-06-09,292.46,0.724
ITM10789,Electronics,340,76,13,7,28.05,7.14,0.63,L60,A,26,3.23,67.37,0.66,0,0.91,477,1.54,0.97,2024-07-07,245.43,0.731
ITM10790,Groceries,210,65,10,4,18.51,7.08,0.4,L24,A,70,3.5,63.53,1.5,9,0.76,400,3.68,0.48,2024-06-02,35.19,0.367
ITM10791,Automotive,236,28,7,9,48.33,5.31,0.77,L7,B,100,0.85,158.15,0.23,7,0.93,604,14.06,0.26,2024-03-11,117.93,0.662
ITM10792,Pharma,70,66,7,9,48.21,5.61,0.65,L34,D,150,4.7,82.39,0.69,7,0.97,128,3.09,0.43,2024-07-14,261.12,0.512
ITM10793,Apparel,311,53,11,8,22.74,7.56,0.89,L49,A,104,3.19,165.51,1.34,1,0.83,550,9.41,0.84,2024-03-09,213.73,0.705
ITM10794,Pharma,100,44,5,3,39.96,2.85,0.55,L42,D,89,4.69,198.74,0.5,3,0.77,838,5.86,0.63,2024-11-24,45.38,0.648
ITM10795,Apparel,402,10,5,9,1.65,2.7,0.4,L28,D,112,3.34,196.14,1.19,3,0.82,428,9.86,0.51,2024-12-12,110.99,0.618
